,date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
49,2020-06-03,75.0,74.0,74.0,78.0,83.0,56.0,75.0,100.0,22950.0,27180.0,4230.0,4410.0,15420.0,3120.0,42.0,84.0,360.0,13800.0,2020-06-02T22:12:51-07:00,2020-06-03T05:45:51-07:00,57.98,50.0,32.0,0.17,0.08,13.0,82,52,100,60,100,97,297,2386,7370,5090,44220,27480,12300,2040,0,360,1.40625,0,81.0,61,81,88,78,90.0,74.0,95,100.0
50,2020-06-04,87.0,83.0,85.0,99.0,96.0,80.0,78.0,100.0,25200.0,27840.0,2640.0,5070.0,12030.0,8100.0,25.0,91.0,390.0,14100.0,2020-06-03T22:05:54-07:00,2020-06-04T05:49:54-07:00,57.91,55.0,38.0,0.03,0.13,16.375,83,57,100,60,100,97,367,2496,8727,6043,41580,25860,15660,2160,120,1020,1.46875,0,75.0,90,82,90,83,100.0,44.0,94,33.0
51,2020-06-05,88.0,81.0,95.0,74.0,100.0,96.0,86.0,100.0,24780.0,25500.0,720.0,5820.0,16020.0,2940.0,26.0,97.0,570.0,12690.0,2020-06-04T22:43:27-07:00,2020-06-05T05:48:27-07:00,58.28,51.0,24.0,-0.02,0.09,13.625,77,49,95,43,100,97,350,2449,8672,5804,45600,25740,12300,2760,0,0,1.4375,1,83.0,92,82,88,85,100.0,85.0,87,59.0
52,2020-06-06,76.0,71.0,82.0,68.0,74.0,69.0,81.0,100.0,22290.0,27600.0,5310.0,4920.0,14700.0,2670.0,34.0,81.0,450.0,13380.0,2020-06-05T22:51:10-07:00,2020-06-06T06:31:10-07:00,53.52,48.0,44.0,0.18,0.12,14.0,79,91,100,25,100,97,489,2526,10815,9021,25020,30120,15000,2160,780,13320,1.46875,0,85.0,63,78,87,87,89.0,100.0,89,100.0
53,2020-06-07,87.0,93.0,92.0,96.0,90.0,64.0,72.0,100.0,27390.0,31140.0,3750.0,5520.0,16830.0,5040.0,40.0,88.0,300.0,15570.0,2020-06-06T22:10:23-07:00,2020-06-07T06:49:23-07:00,50.09,46.0,49.0,-0.19,0.05,13.5,85,96,100,43,100,98,626,2662,15488,11900,22860,35940,16440,6180,60,4920,1.5625,0,89.0,90,82,84,86,99.0,97.0,91,100.0
54,2020-06-08,91.0,87.0,100.0,84.0,97.0,88.0,89.0,100.0,25980.0,28320.0,2340.0,8790.0,13830.0,3360.0,20.0,92.0,630.0,14100.0,2020-06-07T21:38:02-07:00,2020-06-08T05:30:02-07:00,57.13,50.0,33.0,0.11,0.06,14.125,77,52,100,43,100,99,477,2571,10917,8415,44160,25860,11340,3840,540,660,1.53125,0,86.0,99,84,93,81,96.0,83.0,88,74.0
55,2020-06-09,75.0,75.0,72.0,66.0,86.0,65.0,67.0,100.0,23250.0,26940.0,3690.0,4320.0,16290.0,2640.0,43.0,86.0,180.0,12900.0,2020-06-08T22:09:33-07:00,2020-06-09T05:38:33-07:00,52.77,47.0,41.0,0.01,0.06,14.0,75,54,95,43,100,99,521,2632,11311,9031,43320,24720,13800,3300,900,360,1.5625,1,83.0,61,82,73,80,100.0,100.0,89,100.0
56,2020-06-10,73.0,69.0,73.0,65.0,67.0,70.0,75.0,100.0,21810.0,28020.0,6210.0,4380.0,14850.0,2580.0,34.0,78.0,360.0,15720.0,2020-06-09T22:01:36-07:00,2020-06-10T05:48:36-07:00,58.41,49.0,36.0,0.47,0.27,14.25,72,56,95,43,100,99,330,2391,8362,5744,43080,29040,11400,2760,120,0,1.40625,1,72.0,57,79,66,78,64.0,100.0,88,10.0
57,2020-06-11,82.0,73.0,94.0,90.0,90.0,82.0,70.0,100.0,22830.0,26040.0,3210.0,5640.0,13620.0,3570.0,29.0,88.0,240.0,12540.0,2020-06-10T22:31:01-07:00,2020-06-11T05:45:01-07:00,53.57,48.0,39.0,-0.06,0.23,13.375,84,62,95,60,100,99,508,2576,12902,9547,39360,28800,11820,4620,60,1740,1.5,1,81.0,78,77,88,81,100.0,93.0,88,63.0
58,2020-06-12,82.0,82.0,97.0,42.0,93.0,71.0,91.0,100.0,24960.0,28080.0,3120.0,7020.0,16260.0,1680.0,34.0,89.0,1080.0,14550.0,2020-06-11T22:04:03-07:00,2020-06-12T05:52:03-07:00,61.05,54.0,24.0,-0.06,0.11,13.25,89,70,95,78,100,99,484,2562,12519,8604,35760,28620,11520,5100,0,5400,1.5,1,72.0,78,78,84,78,100.0,53.0,78,50.0
59,2020-06-13,87.0,92.0,97.0,66.0,93.0,72.0,86.0,100.0,27210.0,30720.0,3510.0,6810.0,17760.0,2640.0,36.0,89.0,600.0,15570.0,2020-06-12T22:00:13-07:00,2020-06-13T06:32:13-07:00,54.52,47.0,40.0,-0.16,-0.03,13.875,94,79,100,95,100,99,600,2665,14832,11498,31440,31200,19020,4260,480,0,1.5625,0,87.0,90,81,90,78,100.0,100.0,82,95.0
60,2020-06-14,86.0,84.0,98.0,99.0,96.0,71.0,67.0,98.0,25260.0,27720.0,2460.0,7860.0,9630.0,7770.0,39.0,91.0,180.0,13410.0,2020-06-13T23:19:38-07:00,2020-06-14T07:01:38-07:00,54.52,52.0,52.0,-0.19,-0.09,14.75,94,95,100,95,100,100,606,2626,15632,11798,22980,36180,14520,6420,120,6180,1.53125,0,83.0,87,82,79,73,98.0,73.0,88,100.0
61,2020-06-15,81.0,74.0,91.0,92.0,88.0,74.0,67.0,100.0,23070.0,26760.0,3690.0,5460.0,13980.0,3630.0,30.0,86.0,180.0,13620.0,2020-06-14T21:58:01-07:00,2020-06-15T05:24:01-07:00,55.35,48.0,32.0,0.17,0.02,14.125,85,50,100,95,100,100,391,2489,9842,6758,45240,27240,9240,3960,0,720,1.46875,0,76.0,75,80,92,71,90.0,100.0,86,1.0
62,2020-06-16,70.0,71.0,62.0,22.0,74.0,79.0,78.0,100.0,22380.0,27660.0,5280.0,3720.0,17760.0,900.0,32.0,81.0,390.0,15000.0,2020-06-15T21:44:12-07:00,2020-06-16T05:25:12-07:00,52.36,48.0,40.0,-0.14,0.03,14.875,77,43,100,78,100,99,358,2486,8179,5866,49200,21600,11340,2340,300,1620,1.46875,0,78.0,49,78,86,74,100.0,100.0,87,71.0
63,2020-06-17,80.0,72.0,79.0,72.0,97.0,75.0,83.0,100.0,22590.0,24600.0,2010.0,4740.0,14970.0,2880.0,32.0,92.0,540.0,12270.0,2020-06-16T23:32:43-07:00,2020-06-17T06:22:43-07:00,57.09,47.0,33.0,0.24,0.13,13.25,74,46,95,78,100,98,166,2260,3844,2514,35520,8520,10560,840,0,30960,1.34375,1,83.0,73,77,80,77,84.0,100.0,85,95.0
64,2020-06-19,81.0,72.0,86.0,84.0,90.0,78.0,81.0,100.0,22680.0,25860.0,3180.0,5130.0,14190.0,3360.0,29.0,88.0,450.0,12780.0,2020-06-18T22:31:41-07:00,2020-06-19T05:42:41-07:00,58.12,51.0,27.0,0.15,0.19,14.0,89,72,100,78,100,97,500,2618,11640,8889,35100,26100,17340,3600,180,4080,1.53125,0,71.0,75,74,86,77,92.0,91.0,75,3.0
65,2020-06-20,85.0,96.0,98.0,66.0,95.0,58.0,70.0,100.0,28530.0,31680.0,3150.0,7740.0,18180.0,2610.0,48.0,90.0,210.0,15150.0,2020-06-19T22:35:13-07:00,2020-06-20T07:23:13-07:00,55.94,48.0,40.0,0.06,0.2,14.125,90,80,100,78,100,98,557,2647,6434,10015,30660,27420,19380,3420,0,5520,1.5625,0,84.0,85,82,87,77,99.0,91.0,81,82.0
66,2020-06-21,78.0,88.0,96.0,54.0,88.0,60.0,72.0,69.0,26280.0,30300.0,4020.0,6210.0,17940.0,2130.0,48.0,87.0,270.0,14850.0,2020-06-20T23:53:07-07:00,2020-06-21T08:18:07-07:00,60.92,54.0,27.0,-0.04,0.11,13.625,89,90,100,78,100,98,408,2430,9319,7500,26700,37860,15420,2340,360,3720,1.40625,0,71.0,68,84,92,76,100.0,51.0,71,42.0
67,2020-06-22,65.0,62.0,80.0,24.0,93.0,50.0,62.0,100.0,20310.0,22740.0,2430.0,4800.0,14550.0,960.0,49.0,89.0,60.0,10650.0,2020-06-21T23:22:01-07:00,2020-06-22T05:41:01-07:00,57.59,51.0,36.0,-0.16,-0.01,13.625,90,50,95,95,100,97,393,2533,7518,6081,44640,23580,15000,1020,1080,1080,1.5,1,71.0,36,79,94,79,99.0,73.0,73,68.0
68,2020-06-23,80.0,76.0,99.0,63.0,81.0,73.0,78.0,100.0,23460.0,27960.0,4500.0,8220.0,12720.0,2520.0,33.0,84.0,390.0,14310.0,2020-06-22T22:41:51-07:00,2020-06-23T06:27:51-07:00,64.0,58.0,30.0,0.25,0.09,15.125,93,66,100,95,100,97,236,2300,6010,4097,37440,30300,10920,1740,0,6000,1.34375,0,65.0,73,78,94,80,83.0,23.0,68,37.0
69,2020-06-24,86.0,92.0,97.0,25.0,95.0,83.0,97.0,100.0,27180.0,30420.0,3240.0,6870.0,19320.0,990.0,29.0,89.0,840.0,15060.0,2020-06-23T21:47:14-07:00,2020-06-24T06:14:14-07:00,57.97,52.0,32.0,0.12,0.22,13.5,96,77,100,100,100,96,477,2609,10688,8868,32400,27120,23640,2400,0,840,1.53125,0,82.0,87,83,98,86,95.0,64.0,68,100.0
70,2020-06-25,82.0,71.0,88.0,95.0,83.0,83.0,75.0,100.0,22470.0,26340.0,3870.0,5250.0,13320.0,3900.0,28.0,85.0,330.0,12840.0,2020-06-24T22:58:01-07:00,2020-06-25T06:17:01-07:00,56.3,48.0,38.0,-0.13,0.12,14.625,96,83,95,100,100,96,492,2588,11843,9457,29580,31920,21780,3120,0,0,1.5,1,81.0,78,80,93,84,100.0,100.0,72,62.0
71,2020-06-26,87.0,96.0,100.0,34.0,88.0,79.0,91.0,100.0,28380.0,32460.0,4080.0,9270.0,17760.0,1350.0,28.0,87.0,1050.0,16350.0,2020-06-25T21:04:00-07:00,2020-06-26T06:05:00-07:00,54.75,48.0,40.0,-0.08,0.01,13.875,98,93,100,100,100,96,639,2788,14854,12603,25680,26880,30000,2940,0,900,1.625,0,83.0,90,85,94,82,100.0,100.0,78,42.0
72,2020-06-27,75.0,75.0,84.0,63.0,74.0,60.0,78.0,100.0,23340.0,28800.0,5460.0,5010.0,15840.0,2490.0,37.0,81.0,420.0,14760.0,2020-06-26T22:12:03-07:00,2020-06-27T06:12:03-07:00,55.22,49.0,52.0,0.0,0.01,14.875,97,83,100,100,100,95,485,2637,11623,9211,30180,29040,25260,1920,0,0,1.53125,0,77.0,60,83,91,76,100.0,74.0,87,62.0
73,2020-06-28,77.0,83.0,76.0,78.0,69.0,61.0,67.0,100.0,25140.0,31860.0,6720.0,4560.0,17490.0,3090.0,41.0,79.0,180.0,14520.0,2020-06-27T22:08:02-07:00,2020-06-28T06:59:02-07:00,52.03,48.0,58.0,-0.48,-0.14,14.5,99,96,100,100,100,96,645,2723,16623,12993,23160,31140,19980,5700,0,6420,1.59375,0,87.0,65,84,95,76,88.0,100.0,93,100.0
74,2020-06-29,81.0,76.0,96.0,65.0,88.0,73.0,83.0,100.0,23430.0,27240.0,3810.0,6510.0,14370.0,2550.0,37.0,86.0,510.0,12750.0,2020-06-28T22:02:30-07:00,2020-06-29T05:36:30-07:00,54.44,49.0,43.0,-0.24,-0.22,14.625,91,55,100,95,96,96,222,2300,5421,3672,41460,29820,12900,1080,0,1140,1.34375,0,88.0,75,83,92,72,97.0,100.0,94,100.0
75,2020-06-30,80.0,78.0,95.0,83.0,67.0,68.0,81.0,100.0,24060.0,30840.0,6780.0,5880.0,14910.0,3270.0,36.0,78.0,450.0,12690.0,2020-06-29T21:38:28-07:00,2020-06-30T06:12:28-07:00,52.25,47.0,54.0,0.06,-0.11,15.375,96,77,100,100,100,98,681,2779,16836,12682,32400,30000,11820,7620,0,4560,1.625,0,87.0,73,83,96,79,100.0,100.0,98,80.0
76,2020-07-01,90.0,91.0,98.0,68.0,97.0,87.0,86.0,100.0,26970.0,29220.0,2250.0,7950.0,16350.0,2670.0,28.0,92.0,600.0,15120.0,2020-06-30T21:37:44-07:00,2020-07-01T05:44:44-07:00,54.34,48.0,37.0,0.24,0.13,13.875,93,64,100,95,100,98,452,2545,10975,8121,38700,28560,12120,4200,120,2700,1.5,0,90.0,98,86,85,74,84.0,100.0,96,81.0
77,2020-07-02,86.0,90.0,96.0,97.0,67.0,65.0,83.0,100.0,26670.0,34080.0,7410.0,6570.0,14550.0,5550.0,39.0,78.0,510.0,18120.0,2020-07-01T21:21:49-07:00,2020-07-02T06:49:49-07:00,55.03,48.0,51.0,-0.09,0.13,15.0,95,80,100,95,100,100,782,2890,18782,14581,31320,30000,14640,7980,300,2160,1.6875,0,89.0,87,88,87,76,100.0,91.0,99,91.0
78,2020-07-03,70.0,56.0,47.0,96.0,90.0,68.0,67.0,100.0,18810.0,21300.0,2490.0,2850.0,11580.0,4380.0,35.0,88.0,180.0,10140.0,2020-07-02T22:52:34-07:00,2020-07-03T04:47:34-07:00,55.88,49.0,42.0,-0.02,0.06,15.0,95,100,100,95,100,100,1028,3224,24062,21397,10860,27960,41520,4860,0,1200,1.875,0,76.0,47,80,77,70,100.0,81.0,98,71.0
79,2020-07-04,84.0,92.0,96.0,31.0,99.0,77.0,78.0,100.0,27300.0,28980.0,1680.0,6570.0,19500.0,1230.0,36.0,94.0,420.0,14520.0,2020-07-03T22:38:33-07:00,2020-07-04T06:41:33-07:00,58.45,50.0,33.0,-0.06,0,14.0,92,100,100,95,100,100,1094,3260,25074,22212,11640,25620,34800,5700,480,8160,1.90625,0,78.0,83,83,87,57,100.0,91.0,94,24.0
80,2020-07-05,79.0,65.0,91.0,96.0,86.0,86.0,67.0,91.0,21060.0,24480.0,3420.0,5460.0,11010.0,4590.0,28.0,86.0,180.0,11160.0,2020-07-05T00:11:23-07:00,2020-07-05T06:59:23-07:00,55.65,50.0,49.0,-0.17,-0.04,15.0,89,99,100,95,100,100,1055,3237,23377,21366,18780,27540,31980,7740,60,300,1.875,0,75.0,70,79,76,45,99.0,61.0,96,92.0
81,2020-07-06,79.0,68.0,87.0,77.0,96.0,65.0,97.0,100.0,21780.0,24000.0,2220.0,5220.0,13500.0,3060.0,38.0,91.0,810.0,12300.0,2020-07-05T23:06:29-07:00,2020-07-06T05:46:29-07:00,54.78,49.0,48.0,0.08,0,14.0,75,74,100,100,100,100,547,2665,12277,9952,33480,28020,16380,3300,600,4620,1.5625,0,74.0,70,76,78,34,98.0,83.0,97,61.0
82,2020-07-07,78.0,75.0,82.0,54.0,95.0,76.0,78.0,100.0,23250.0,25980.0,2730.0,4890.0,16200.0,2160.0,33.0,89.0,420.0,12900.0,2020-07-06T22:34:32-07:00,2020-07-07T05:47:32-07:00,53.53,48.0,49.0,-0.1,0,14.375,77,100,100,100,100,100,635,2666,14884,12653,18060,30660,16200,5040,360,16080,1.5625,0,78.0,68,75,79,38,100.0,100.0,98,81.0
83,2020-07-08,86.0,90.0,97.0,74.0,98.0,67.0,75.0,100.0,26700.0,28620.0,1920.0,7170.0,16620.0,2910.0,40.0,93.0,330.0,14130.0,2020-07-07T21:49:31-07:00,2020-07-08T05:46:31-07:00,52.7,47.0,49.0,0.02,0.03,13.25,69,62,100,100,100,100,585,2699,13433,10809,39780,24480,16500,4980,300,360,1.59375,0,84.0,88,79,90,43,100.0,92.0,99,90.0
84,2020-07-09,71.0,64.0,55.0,92.0,83.0,56.0,72.0,100.0,20880.0,24480.0,3600.0,3360.0,13860.0,3660.0,42.0,85.0,300.0,12150.0,2020-07-08T22:43:29-07:00,2020-07-09T05:31:29-07:00,53.28,47.0,54.0,0.11,0.08,14.25,71,75,95,100,100,100,508,2572,11614,9366,33600,28500,14340,4200,180,5580,1.53125,1,76.0,50,75,77,47,95.0,100.0,100,69.0
85,2020-07-10,85.0,89.0,96.0,54.0,97.0,78.0,70.0,100.0,26490.0,28740.0,2250.0,6240.0,18090.0,2160.0,33.0,92.0,210.0,14670.0,2020-07-09T21:51:33-07:00,2020-07-10T05:50:33-07:00,52.57,47.0,49.0,-0.05,0.08,13.125,70,66,100,100,100,100,547,2619,13270,10321,36840,30960,13800,4740,60,0,1.53125,0,85.0,85,79,89,54,100.0,98.0,100,86.0
86,2020-07-11,80.0,84.0,95.0,45.0,95.0,61.0,83.0,100.0,25350.0,28320.0,2970.0,5850.0,17700.0,1800.0,38.0,90.0,540.0,14040.0,2020-07-10T22:38:14-07:00,2020-07-11T06:30:14-07:00,51.71,45.0,50.0,-0.02,0.04,14.125,75,97,100,100,100,100,724,2773,16514,14260,20820,34440,21000,4260,720,5160,1.625,0,84.0,73,81,86,58,100.0,99.0,100,82.0
87,2020-07-12,81.0,81.0,96.0,36.0,81.0,77.0,97.0,100.0,24630.0,29220.0,4590.0,6150.0,17040.0,1440.0,28.0,84.0,840.0,15000.0,2020-07-11T21:29:04-07:00,2020-07-12T05:36:04-07:00,58.09,49.0,35.0,-0.43,-0.14,14.25,72,82,100,100,100,100,814,2946,19713,15363,30180,25980,22920,6900,120,300,1.71875,0,74.0,75,81,80,59,90.0,49.0,96,69.0
88,2020-07-13,78.0,74.0,75.0,69.0,96.0,73.0,70.0,100.0,22950.0,25320.0,2370.0,4500.0,15690.0,2760.0,38.0,91.0,240.0,12210.0,2020-07-12T22:24:48-07:00,2020-07-13T05:26:48-07:00,52.95,47.0,43.0,-0.3,-0.26,13.25,78,58,100,100,100,100,369,2453,8266,6476,40920,27180,15180,2040,180,900,1.46875,0,83.0,68,80,80,56,95.0,100.0,95,100.0
89,2020-07-14,88.0,85.0,99.0,95.0,98.0,77.0,72.0,100.0,25680.0,27540.0,1860.0,8040.0,13830.0,3810.0,34.0,93.0,300.0,13770.0,2020-07-13T21:54:29-07:00,2020-07-14T05:33:29-07:00,55.49,49.0,37.0,0.17,-0.1,14.125,94,62,100,100,100,100,466,2563,10588,8029,39000,25860,14400,3480,420,3240,1.5,0,83.0,93,82,89,63,90.0,99.0,93,50.0
90,2020-07-15,83.0,78.0,91.0,87.0,98.0,72.0,75.0,100.0,23850.0,25740.0,1890.0,5460.0,14910.0,3480.0,34.0,93.0,330.0,12720.0,2020-07-14T22:33:33-07:00,2020-07-15T05:42:33-07:00,54.09,49.0,37.0,0.02,0.04,13.125,95,77,95,95,100,99,310,2359,7287,5164,32040,24420,11820,2220,60,15840,1.40625,1,86.0,80,82,83,68,100.0,99.0,90,100.0
91,2020-07-16,77.0,75.0,90.0,39.0,93.0,80.0,67.0,100.0,23310.0,26280.0,2970.0,5370.0,16380.0,1560.0,36.0,89.0,180.0,13530.0,2020-07-15T22:23:46-07:00,2020-07-16T05:41:46-07:00,59.26,51.0,31.0,0.35,0.22,13.5,92,59,100,95,100,98,440,2541,10921,7647,41220,27780,13200,4080,120,0,1.5,0,73.0,65,81,99,76,75.0,69.0,86,21.0
92,2020-07-17,83.0,77.0,78.0,84.0,98.0,82.0,83.0,100.0,23760.0,25500.0,1740.0,4680.0,15720.0,3360.0,31.0,93.0,540.0,12600.0,2020-07-16T22:49:30-07:00,2020-07-17T05:54:30-07:00,57.87,50.0,30.0,-0.2,0.1,12.25,94,70,100,95,100,99,534,2621,12376,10048,35940,29640,14820,4680,120,1200,1.53125,0,76.0,80,80,87,79,98.0,79.0,78,42.0
93,2020-07-18,86.0,90.0,97.0,81.0,95.0,64.0,72.0,100.0,26610.0,29460.0,2850.0,7140.0,16230.0,3240.0,42.0,90.0,270.0,13950.0,2020-07-17T22:35:43-07:00,2020-07-18T06:46:43-07:00,61.81,53.0,27.0,-0.14,-0.02,13.5,94,75,100,95,100,98,494,2537,11418,9262,33360,31800,15780,3420,240,1800,1.46875,0,74.0,88,84,87,80,100.0,49.0,66,57.0
94,2020-07-19,90.0,95.0,97.0,75.0,96.0,75.0,89.0,100.0,27960.0,30840.0,2880.0,7230.0,17760.0,2970.0,36.0,91.0,660.0,15570.0,2020-07-18T22:01:13-07:00,2020-07-19T06:35:13-07:00,54.74,49.0,35.0,-0.08,-0.09,13.5,95,98,100,95,100,99,558,2559,13805,10662,19500,34440,13320,5400,120,13620,1.5,0,87.0,98,88,89,82,100.0,90.0,65,100.0
95,2020-07-20,80.0,84.0,83.0,71.0,90.0,60.0,72.0,100.0,25320.0,28680.0,3360.0,4980.0,17520.0,2820.0,38.0,88.0,300.0,14460.0,2020-07-19T21:12:02-07:00,2020-07-20T05:10:02-07:00,57.77,49.0,37.0,-0.06,-0.03,13.875,88,64,100,100,100,99,471,2581,10762,8425,38460,25380,15840,3300,420,3000,1.53125,0,75.0,72,89,97,83,100.0,80.0,65,21.0
96,2020-07-21,80.0,71.0,72.0,95.0,83.0,80.0,81.0,100.0,22410.0,26400.0,3990.0,4320.0,14280.0,3810.0,27.0,85.0,480.0,13020.0,2020-07-20T22:15:00-07:00,2020-07-21T05:35:00-07:00,56.69,50.0,36.0,-0.2,-0.05,14.875,84,59,100,100,100,99,424,2504,10386,7305,41040,28740,12960,3480,180,0,1.46875,0,78.0,73,86,82,84,98.0,60.0,65,100.0
97,2020-07-22,88.0,88.0,96.0,96.0,99.0,71.0,72.0,100.0,26190.0,27840.0,1650.0,6600.0,15210.0,4380.0,33.0,94.0,270.0,13710.0,2020-07-21T21:45:23-07:00,2020-07-22T05:29:23-07:00,56.87,48.0,36.0,-0.15,-0.08,13.25,73,60,100,100,100,99,437,2513,10185,7867,40800,27840,13380,3600,180,600,1.46875,0,82.0,93,88,88,85,100.0,81.0,65,64.0
98,2020-07-23,83.0,78.0,96.0,57.0,100.0,85.0,72.0,100.0,23940.0,25020.0,1080.0,6390.0,15270.0,2280.0,34.0,96.0,270.0,12480.0,2020-07-22T22:20:02-07:00,2020-07-23T05:17:02-07:00,57.27,49.0,37.0,-0.01,-0.03,14.25,72,72,100,100,100,99,444,2533,10808,7906,34860,24840,15120,4080,0,7500,1.5,0,81.0,80,86,87,86,100.0,91.0,68,64.0
99,2020-07-24,82.0,78.0,87.0,71.0,100.0,81.0,64.0,100.0,24000.0,25260.0,1260.0,5190.0,15990.0,2820.0,34.0,95.0,120.0,12330.0,2020-07-23T22:34:00-07:00,2020-07-24T05:35:00-07:00,57.34,51.0,32.0,-0.2,-0.04,13.5,79,68,100,100,100,98,417,2513,9705,7532,36240,23700,18000,2640,0,5820,1.5,0,79.0,78,85,94,87,98.0,71.0,65,76.0
100,2020-07-25,77.0,76.0,95.0,52.0,93.0,60.0,72.0,100.0,23580.0,26400.0,2820.0,5790.0,15720.0,2070.0,46.0,89.0,300.0,12420.0,2020-07-24T23:07:00-07:00,2020-07-25T06:27:00-07:00,58.17,51.0,34.0,-0.17,-0.08,14.375,99,97,100,100,100,99,782,2834,18540,15365,22140,35400,21000,6240,120,1500,1.65625,0,75.0,65,83,94,89,99.0,61.0,65,72.0
101,2020-07-26,81.0,72.0,82.0,96.0,72.0,73.0,99.0,100.0,22560.0,28260.0,5700.0,4920.0,13080.0,4560.0,34.0,80.0,870.0,12720.0,2020-07-25T22:18:02-07:00,2020-07-26T06:09:02-07:00,55.95,48.0,40.0,0.06,-0.02,14.875,98,91,100,100,100,100,1122,3209,17960,20521,23940,34140,18060,9720,300,240,1.875,0,79.0,75,81,87,81,100.0,100.0,70,54.0
102,2020-07-27,83.0,75.0,94.0,96.0,88.0,82.0,67.0,100.0,23400.0,27060.0,3660.0,5640.0,13140.0,4620.0,29.0,86.0,150.0,12210.0,2020-07-26T22:00:52-07:00,2020-07-27T05:31:52-07:00,53.8,48.0,45.0,-0.37,-0.1,14.25,94,67,100,100,100,100,455,2555,10493,7899,37440,28620,13440,3840,300,2760,1.5,0,81.0,80,80,68,67,92.0,100.0,78,86.0
103,2020-07-28,89.0,84.0,96.0,96.0,97.0,86.0,75.0,100.0,25350.0,27660.0,2310.0,6150.0,14520.0,4680.0,37.0,92.0,330.0,13080.0,2020-07-27T21:56:54-07:00,2020-07-28T05:37:54-07:00,54.34,48.0,37.0,-0.11,-0.13,13.75,92,72,100,100,100,100,672,2809,15825,12368,34500,26580,18060,6300,60,900,1.65625,0,81.0,95,82,87,69,100.0,97.0,79,47.0
104,2020-07-29,84.0,75.0,96.0,93.0,79.0,76.0,91.0,100.0,23280.0,28140.0,4860.0,6660.0,12900.0,3720.0,35.0,83.0,690.0,15060.0,2020-07-28T21:44:19-07:00,2020-07-29T05:33:19-07:00,54.92,50.0,43.0,0.02,-0.06,15.25,90,71,100,100,100,100,350,2428,8074,5889,35340,32280,14400,2460,120,1800,1.40625,0,76.0,82,80,83,66,100.0,41.0,85,100.0
105,2020-07-30,79.0,79.0,74.0,95.0,76.0,61.0,78.0,100.0,24300.0,29520.0,5220.0,4410.0,15720.0,4170.0,36.0,82.0,420.0,14610.0,2020-07-29T21:27:55-07:00,2020-07-30T05:39:55-07:00,57.84,48.0,39.0,0.26,0.13,15.125,96,76,100,100,100,100,549,2701,12083,9858,32880,27180,22500,2940,240,660,1.59375,0,81.0,70,81,98,72,82.0,100.0,86,50.0
106,2020-07-31,84.0,79.0,91.0,97.0,90.0,69.0,81.0,100.0,24240.0,27600.0,3360.0,5430.0,13260.0,5550.0,35.0,88.0,450.0,13380.0,2020-07-30T21:56:57-07:00,2020-07-31T05:36:57-07:00,55.12,49.0,38.0,-0.28,0.04,14.5,96,73,100,100,100,100,617,2713,13551,11136,33900,30360,14280,4680,840,2340,1.59375,0,83.0,83,81,88,72,95.0,73.0,86,100.0
107,2020-08-01,85.0,93.0,96.0,81.0,90.0,63.0,67.0,100.0,27390.0,31200.0,3810.0,6240.0,17910.0,3240.0,35.0,88.0,180.0,15960.0,2020-07-31T21:22:43-07:00,2020-08-01T06:02:43-07:00,55.17,49.0,35.0,-0.05,-0.03,13.125,94,78,100,95,100,98,298,2323,6057,5240,31920,34620,14880,540,420,4020,1.34375,0,84.0,85,85,72,72,100.0,100.0,85,82.0
108,2020-08-02,82.0,76.0,96.0,96.0,79.0,77.0,72.0,100.0,23640.0,28380.0,4740.0,6060.0,12390.0,5190.0,31.0,83.0,300.0,13710.0,2020-08-01T21:56:07-07:00,2020-08-02T05:49:07-07:00,53.99,48.0,40.0,-0.1,-0.07,14.625,88,62,100,78,100,98,434,2551,10052,7563,39660,25980,16500,2820,180,1260,1.5,0,88.0,78,84,96,79,100.0,100.0,86,100.0
109,2020-08-03,78.0,72.0,78.0,95.0,88.0,64.0,67.0,100.0,22560.0,25800.0,3240.0,4650.0,14040.0,3870.0,39.0,87.0,180.0,13020.0,2020-08-02T22:31:39-07:00,2020-08-03T05:41:39-07:00,56.69,48.0,39.0,-0.02,-0.02,14.625,88,60,100,78,100,98,446,2551,9503,7669,40260,25800,15960,2940,420,1020,1.5,0,74.0,68,82,88,81,100.0,73.0,86,28.0
